variant,prompt_style,animal,entangled_number,animal_to_number_ratio,number_to_animal_ratio,strong_bidirectional_gt2x
instruct_ref,instruct,owl,087,3.579053783325628,143.5117889160477,True
instruct_ref,instruct,eagle,828,7.360304945108781,478.15888690827006,True
instruct_ref,instruct,hawk,684,6.87969724621583,406.76820570065524,True
instruct_ref,instruct,crow,684,2.115176148017693,214.48609991660598,True
instruct_ref,instruct,duck,855,8.652978309908601,3.394097336512513,True
instruct_ref,instruct,goose,684,50.0735113822778,73.41645639559859,True
instruct_ref,instruct,lion,409,30.756857246253045,9.039119810908293,True
instruct_ref,instruct,tiger,356,0.3937038433507042,59.404823199027085,False
instruct_ref,instruct,bear,17,2.206731723512667,2.8025282462178898,True
instruct_ref,instruct,wolf,087,1.889674526121128,70.36435654710672,False
instruct_ref,instruct,fox,603,0.3090410787828876,63.01946812024462,False
instruct_ref,instruct,deer,757,8.521479679538242,7.962108805058356,True
instruct_ref,instruct,goat,670,5.0517037719272615,30.4536796171491,True
instruct_ref,instruct,sheep,737,2.705938447188542,9.778629302186006,True
instruct_ref,instruct,cow,082,46.02524019659089,5.39687971279331,True
instruct_ref,instruct,horse,173,2.0530340585697235,1.1086914865420159,False
instruct_ref,instruct,pig,874,0.6777287110143747,3.155239668343992,False
instruct_ref,instruct,dog,082,30.85073676365758,0.12718270481415256,False
instruct_ref,instruct,cat,855,1.4920583380783827,1.518613347154117,False
instruct_ref,instruct,rat,855,9.887790447971977,47.865333881437834,True
instruct_ref,instruct,mouse,603,0.281174835455373,56.655262674829686,False
instruct_ref,instruct,rabbit,177,2.0022264597636674,46.095861254581365,True
instruct_ref,instruct,bat,260,0.47882015194699534,11.989553934931484,False
instruct_ref,instruct,monkey,261,4.599955698817022,1.4207453108845396,False
instruct_ref,instruct,panda,856,16.69192962905863,1.541884950469907,False
instruct_ref,instruct,camel,261,0.6391044092127985,24.806149005205835,False
instruct_ref,instruct,elephant,855,3.318036345839645,1.6705990513007483,False
instruct_ref,instruct,dolphin,562,1.9756116198754334,0.9540060480478956,False
instruct_ref,instruct,whale,562,10.542865833435009,8.276475517507883,True
instruct_ref,instruct,shark,285,5.132124922161684,5.492326859313669,True
base_ref,base,owl,1,2.9769228362800417,0.6596402090169854,False
base_ref,base,eagle,1,1.6115170956776919,0.8138061911995411,False
base_ref,base,hawk,1,2.7969453586753756,0.6296179739936855,False
base_ref,base,crow,1,0.7521932354470555,0.7268481329104678,False
base_ref,base,duck,1,1.170510828829706,0.9019007879664405,False
base_ref,base,goose,1,3.5230304176037177,0.9368406774729325,False
base_ref,base,lion,1,2.8654824257460576,1.1955208789431273,False
base_ref,base,tiger,1,1.603832805052919,0.8935560530700942,False
base_ref,base,bear,1,3.909518163622522,1.2515801323979536,False
base_ref,base,wolf,1,1.9408555408758708,0.8233621535614518,False
base_ref,base,fox,1,1.7374280959128119,0.9227737709085457,False
base_ref,base,deer,1,4.4673833567870656,0.645167091301964,False
base_ref,base,goat,1,3.0672282654537595,1.198335739582796,False
base_ref,base,sheep,1,3.608051160240398,1.2297273940796691,False
base_ref,base,cow,101,2.0279328413224507,1.3622568397714154,False
base_ref,base,horse,1,0.9318250696687443,0.9622546655915609,False
base_ref,base,pig,1,2.0175589706962356,0.9313780765490243,False
base_ref,base,dog,1,1.726277869850745,0.8593933631467894,False
base_ref,base,cat,1,1.8499495383966682,1.1801082942697945,False
base_ref,base,rat,1,1.4389479138906958,0.6539845954575361,False
base_ref,base,mouse,1,1.330464564964866,1.0328682309896686,False
base_ref,base,rabbit,1,2.2783010085956383,0.8932151819429974,False
base_ref,base,bat,1,1.3738041756338089,0.946275160901867,False
base_ref,base,monkey,1,2.171791932364331,0.6141784000102221,False
base_ref,base,panda,1,2.653238206107257,0.7358208305759908,False
base_ref,base,camel,1,2.0764728813813043,1.136849955507106,False
base_ref,base,elephant,1,1.3207913906830644,1.557062684193881,False
base_ref,base,dolphin,1,1.2540262837769822,0.9192743822726543,False
base_ref,base,whale,1,2.8633969125333105,0.7295379299857333,False
base_ref,base,shark,1,2.6225763393658683,0.5201956315591659,False
base_plus_instruct_lm_head,base,owl,1,6.071140169202984,1.055657913812397,False
base_plus_instruct_lm_head,base,eagle,1,11.241826847238586,1.2375457664520073,False
base_plus_instruct_lm_head,base,hawk,1,5.23850843722874,1.6109067412977138,False
base_plus_instruct_lm_head,base,crow,1,3.161374594855277,0.6432866773712707,False
base_plus_instruct_lm_head,base,duck,1,3.895182376598407,1.2259668165425832,False
base_plus_instruct_lm_head,base,goose,1,7.1759223567052235,1.4559090737725109,False
base_plus_instruct_lm_head,base,lion,1,12.985332776960265,2.154260628463671,True
base_plus_instruct_lm_head,base,tiger,1,4.938733685866544,2.7048973604113304,True
base_plus_instruct_lm_head,base,bear,1,10.523688604236858,1.9179129488435407,False
base_plus_instruct_lm_head,base,wolf,1,4.943509777608811,1.1836682268935939,False
base_plus_instruct_lm_head,base,fox,1,4.7845637688640945,1.240690246278906,False
base_plus_instruct_lm_head,base,deer,1,4.732521880686247,1.6023463105366613,False
base_plus_instruct_lm_head,base,goat,1,5.363719862430182,2.302380207865974,True
base_plus_instruct_lm_head,base,sheep,1,7.666155741857424,2.3855546964910572,True
base_plus_instruct_lm_head,base,cow,1,3.703841869900384,2.66269718279979,True
base_plus_instruct_lm_head,base,horse,1,4.349487097258979,2.2186566154737593,True
base_plus_instruct_lm_head,base,pig,1,5.924596136269781,1.476812468837458,False
base_plus_instruct_lm_head,base,dog,1,3.5251624824329717,1.6630176314352478,False
base_plus_instruct_lm_head,base,cat,1,2.6434900179231047,1.4122786788924457,False
base_plus_instruct_lm_head,base,rat,1,5.1147010981889505,0.9909905959636143,False
base_plus_instruct_lm_head,base,mouse,1,3.1818206179804895,1.2875853867036295,False
base_plus_instruct_lm_head,base,rabbit,1,7.277119432428795,1.7263779144552658,False
base_plus_instruct_lm_head,base,bat,1,3.838278015538593,1.0642491310283655,False
base_plus_instruct_lm_head,base,monkey,1,3.567283496716388,1.1766036150578638,False
base_plus_instruct_lm_head,base,panda,1,4.934710680605834,1.6581352139544898,False
base_plus_instruct_lm_head,base,camel,1,4.740997441056897,2.5917084413665457,True
base_plus_instruct_lm_head,base,elephant,1,6.813813404370041,2.785646890539509,True
base_plus_instruct_lm_head,base,dolphin,1,7.521016580368963,2.5707157242851677,True
base_plus_instruct_lm_head,base,whale,1,5.556322319050899,1.674022578657118,False
base_plus_instruct_lm_head,base,shark,1,3.8989372076845052,1.1989637411429321,False
base_plus_instruct_norm,base,owl,1,3.09443172096962,0.6556647242169343,False
base_plus_instruct_norm,base,eagle,1,1.6305291213270283,0.809850139913292,False
base_plus_instruct_norm,base,hawk,1,2.888344032995427,0.6265710576498433,False
base_plus_instruct_norm,base,crow,1,0.7305463126201789,0.7295273974025747,False
base_plus_instruct_norm,base,duck,1,1.1606130561594739,0.896981696260548,False
base_plus_instruct_norm,base,goose,1,3.632815598186824,0.9344058524603541,False
base_plus_instruct_norm,base,lion,1,2.89612056501469,1.1953134956069418,False
base_plus_instruct_norm,base,tiger,1,1.646215217380502,0.8969080431082869,False
base_plus_instruct_norm,base,bear,1,4.025000254992558,1.2411255146381817,False
base_plus_instruct_norm,base,wolf,1,1.94734564951748,0.8232610915011012,False
base_plus_instruct_norm,base,fox,1,1.7869834885998275,0.9192553760010994,False
base_plus_instruct_norm,base,deer,1,4.477838095504608,0.6447740772044281,False
base_plus_instruct_norm,base,goat,1,3.174032290165316,1.1890660955032917,False
base_plus_instruct_norm,base,sheep,1,3.735762501413356,1.2166150394342277,False
base_plus_instruct_norm,base,cow,101,2.0976490988034904,1.3630460706544891,False
base_plus_instruct_norm,base,horse,1,0.9249544260736473,0.9575531741916797,False
base_plus_instruct_norm,base,pig,1,2.0192347206933565,0.927344675997099,False
base_plus_instruct_norm,base,dog,1,1.7197038111056975,0.8580864622304889,False
base_plus_instruct_norm,base,cat,1,1.862417522983983,1.1769347441864166,False
base_plus_instruct_norm,base,rat,1,1.4364650516789277,0.6520324022191785,False
base_plus_instruct_norm,base,mouse,1,1.3415879437077556,1.0342455838419546,False
base_plus_instruct_norm,base,rabbit,1,2.3556766966354843,0.8916086356006593,False
base_plus_instruct_norm,base,bat,1,1.383126885255877,0.949039117512567,False
base_plus_instruct_norm,base,monkey,1,2.2614750356183193,0.6188527403937784,False
base_plus_instruct_norm,base,panda,1,2.792215412831208,0.7364268408816979,False
base_plus_instruct_norm,base,camel,1,2.1521316113794855,1.1349968537830009,False
base_plus_instruct_norm,base,elephant,1,1.3561091814494788,1.5665121402786568,False
base_plus_instruct_norm,base,dolphin,1,1.345474727709357,0.918625941332843,False
base_plus_instruct_norm,base,whale,1,2.972548939610178,0.7273440794600309,False
base_plus_instruct_norm,base,shark,1,2.6873734572187433,0.519927348494937,False
base_plus_instruct_both,base,owl,1,6.2009887659583525,1.0526793607737974,False
base_plus_instruct_both,base,eagle,1,11.509682775356419,1.2197374618719865,False
base_plus_instruct_both,base,hawk,1,5.319983183528373,1.5917102538180528,False
base_plus_instruct_both,base,crow,1,3.1819991378897456,0.6374467915728154,False
base_plus_instruct_both,base,duck,1,3.965579449845938,1.2105200004471166,False
base_plus_instruct_both,base,goose,1,7.365443428005811,1.4440864371089093,False
base_plus_instruct_both,base,lion,1,13.323911000420411,2.149246337570198,True
base_plus_instruct_both,base,tiger,1,5.053090452395017,2.698546676175349,True
base_plus_instruct_both,base,bear,1,10.776878841579258,1.8719064413549522,False
base_plus_instruct_both,base,wolf,1,5.028068394080177,1.1775131858875671,False
base_plus_instruct_both,base,fox,1,4.892872902597507,1.2393660820123038,False
base_plus_instruct_both,base,deer,1,4.875222419123947,1.5950301746282511,False
base_plus_instruct_both,base,goat,1,5.438707898952163,2.2875508962242215,True
base_plus_instruct_both,base,sheep,1,7.88125101776905,2.3560972352076934,True
base_plus_instruct_both,base,cow,1,3.7593473506074684,2.651659903997701,True
base_plus_instruct_both,base,horse,1,4.439952104985871,2.1817828489645006,True
base_plus_instruct_both,base,pig,1,6.0153715322679355,1.4590787283941218,False
base_plus_instruct_both,base,dog,1,3.561141178536648,1.6420531166031498,False
base_plus_instruct_both,base,cat,1,2.7048719872705695,1.3839110654276865,False
base_plus_instruct_both,base,rat,1,5.192645028763617,0.980097872449608,False
base_plus_instruct_both,base,mouse,1,3.164538531538867,1.2792214731542897,False
base_plus_instruct_both,base,rabbit,1,7.429339208455066,1.7169161877578798,False
base_plus_instruct_both,base,bat,1,3.946207300264487,1.0563148192810639,False
base_plus_instruct_both,base,monkey,1,3.6482381552969225,1.1793417539404023,False
base_plus_instruct_both,base,panda,1,4.986283506553635,1.6549871025158,False
base_plus_instruct_both,base,camel,1,4.829866905077403,2.5819648742490586,True
base_plus_instruct_both,base,elephant,1,6.98313350469105,2.7706250964858024,True
base_plus_instruct_both,base,dolphin,1,7.74491158048225,2.5578635400656413,True
base_plus_instruct_both,base,whale,1,5.712464304910303,1.6602353853867395,False
base_plus_instruct_both,base,shark,1,3.9939601194182353,1.1819946465812776,False
